pass,law_id,dv_year,dv_number,id_mat,section,title,title_kind,resolver_score,resolver_flags,act_promulgated,reason
title,ustroystven-pravilnik-na-ministerstvoto-na-pravosadieto,2012,56,66654,Министерски съвет,Постановление № 152 от 17 юли 2012 г. за приемане на Устройствен правилник на Министерството на правосъдието,adopting,1.000,,2015-02-27,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-pravosadieto,2013,84,79084,Министерски съвет,Постановление № 215 от 23 септември 2013 г. за приемане на Устройствен правилник на Министерството на правосъдието,adopting,1.000,,2015-02-27,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-regionalnoto-razvitie-i-blagoustroyst,2003,26,103900,Министерски съвет,Постановление № 65 от 14 март 2003 г. за приемане на Устройствен правилник на Министерството на регионалното развитие и благоустройството,adopting,1.000,,2017-08-22,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-regionalnoto-razvitie-i-blagoustroyst,2003,97,123161,Министерски съвет,"Постановление № 238 от 24 октомври 2003 г. за изменение на Устройствения правилник на Министерството на регионалното развитие и благоустройството, приет с Постановление № 65 на Министерския съвет от 2003 г.",amending,1.000,,2017-08-22,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-regionalnoto-razvitie-i-blagoustroyst,2004,72,19162,Министерски съвет,"Постановление № 206 от 5 август 2004 г. за изменение и допълнение на Устройствения правилник на Министерството на регионалното развитие и благоустройството, приет с Постановление № 65 на Министерския съвет от 2003 г.",amending,1.000,,2017-08-22,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-regionalnoto-razvitie-i-blagoustroyst,2006,28,1627,Министерски съвет,Постановление № 68 от 29 март 2006 г. за приемане на Устройствен правилник на Министерството на регионалното развитие и благоустройството,adopting,1.000,,2017-08-22,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-regionalnoto-razvitie-i-blagoustroyst,2006,65,2349,Министерски съвет,"Постановление № 196 от 1 август 2006 г. за изменение и допълнение на Устройствения правилник на Министерството на регионалното развитие и благоустройството, приет с Постановление № 68 на Министерския съвет от 2006 г.",amending,1.000,,2017-08-22,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-regionalnoto-razvitie-i-blagoustroyst,2007,46,3797,Министерски съвет,"Постановление № 125 от 1 юни 2007 г. за изменение и допълнение на Устройствения правилник на Министерството на регионалното развитие и благоустройството, приет с Постановление № 68 на Министерския съвет от 2006 г.",amending,1.000,,2017-08-22,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-regionalnoto-razvitie-i-blagoustroyst,2007,104,4522,Министерски съвет,"Постановление № 291 от 3 декември 2007 г. за изменение и допълнение на Устройствения правилник на Министерството на регионалното развитие и благоустройството, приет с Постановление № 68 на Министерския съвет от 2006 г.",amending,1.000,,2017-08-22,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-regionalnoto-razvitie-i-blagoustroyst,2008,83,9009,Министерски съвет,"Постановление № 230 от 17 септември 2008 г. за изменение на Устройствения правилник на Министерството на регионалното развитие и благоустройството, приет с Постановление № 68 на Министерския съвет от 2006 г.",amending,1.000,,2017-08-22,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-regionalnoto-razvitie-i-blagoustroyst,2009,26,18217,Министерски съвет,"Постановление № 71 от 30 март 2009 г. за изменение и допълнение на Устройствения правилник на Министерството на регионалното развитие и благоустройството, приет с Постановление № 68 на Министерския съвет от 2006 г.",amending,1.000,,2017-08-22,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-regionalnoto-razvitie-i-blagoustroyst,2009,94,27040,Министерски съвет,Постановление № 271 от 17 ноември 2009 г. за приемане на Устройствен правилник на Министерството на регионалното развитие и благоустройството,adopting,1.000,,2017-08-22,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-regionalnoto-razvitie-i-blagoustroyst,2011,52,53898,Министерски съвет,"Постановление № 184 от 30 юни 2011 г. за изменение и допълнение на Устройствения правилник на Министерството на регионалното развитие и благоустройството, приет с Постановление № 271 на Министерския съвет от 2009 г.",amending,1.000,,2017-08-22,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-regionalnoto-razvitie-i-blagoustroyst,2011,83,57915,Министерски съвет,"Постановление № 289 от 20 октомври 2011 г. за изменение и допълнение на Устройствения правилник на Министерството на регионалното развитие и благоустройството, приет с Постановление № 271 на Министерския съвет от 2009 г.",amending,1.000,,2017-08-22,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-regionalnoto-razvitie-i-blagoustroyst,2012,87,70125,Министерски съвет,"Постановление № 274 от 1 ноември 2012 г. за изменение и допълнение на Устройствения правилник на Министерството на регионалното развитие и благоустройството, приет с Постановление № 271 на Министерския съвет от 2009 г.",amending,1.000,,2017-08-22,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-regionalnoto-razvitie-i-blagoustroyst,2012,94,70706,Министерски съвет,"Постановление № 292 от 22 ноември 2012 г. за изменение на Устройствения правилник на Министерството на регионалното развитие и благоустройството, приет с Постановление № 271 на Министерския съвет от 2009 г.",amending,1.000,,2017-08-22,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-regionalnoto-razvitie-i-blagoustroyst,2014,102,90561,Министерски съвет,Постановление № 388 от 10 декември 2014 г. за приемане на Устройствен правилник на Министерството на регионалното развитие и благоустройството,adopting,1.000,,2017-08-22,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-truda-i-sotsialnata-politika,2005,76,849,Министерски съвет,"Постановление № 199 от 12 септември 2005 г. за изменение и допълнение на Устройствения правилник на Министерството на труда и социалната политика, приет с Постановление № 260 на Министерския съвет от 2002 г.",amending,1.000,,2009-11-17,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-truda-i-sotsialnata-politika,2005,82,935,Министерски съвет,"Постановление № 214 от 6 октомври 2005 г. за изменение и допълнение на Устройствения правилник на Министерството на труда и социалната политика, приет с Постановление № 260 на Министерския съвет от 2002 г.",amending,1.000,,2009-11-17,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-truda-i-sotsialnata-politika,2007,34,3550,Министерски съвет,Постановление № 80 от 12 април 2007 г. за приемане на Устройствен правилник на Министерството на труда и социалната политика,adopting,1.000,,2009-11-17,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-truda-i-sotsialnata-politika,2009,61,23807,Министерски съвет,"Постановление № 186 от 22 юли 2009 г. за изменение и допълнение на Устройствения правилник на Министерството на труда и социалната политика, приет с Постановление № 80 на Министерския съвет от 2007 г.",amending,1.000,,2009-11-17,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-truda-i-sotsialnata-politika,2009,86,26260,Министерски съвет,"Постановление № 252 от 22 октомври 2009 г. за изменение и допълнение на Устройствения правилник на Министерството на труда и социалната политика, приет с Постановление № 80 на Министерския съвет от 2007 г.",amending,1.000,,2009-11-17,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-turizma,2018,108,133419,Министерски съвет,"Постановление № 348 от 27 декември 2018 г. за изменение и допълнение на Устройствения правилник на Министерството на туризма, приет с Постановление № 447 на Министерския съвет от 2014 г.",amending,1.000,,2022-05-03,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-vanshnite-raboti,2003,76,115354,Министерски съвет,Постановление № 186 от 21 август 2003 г. за приемане на Устройствен правилник на Министерството на външните работи,adopting,1.000,,2013-09-13,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-vanshnite-raboti,2004,25,21383,Министерски съвет,"Постановление № 62 от 16 март 2004 г. за изменение на Устройствения правилник на Министерството на външните работи, приет с Постановление № 186 на Министерския съвет от 2003 г.",amending,1.000,,2013-09-13,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-vanshnite-raboti,2004,34,21167,Министерски съвет,"Постановление № 78 от 22 април 2004 г. за изменение на Устройствения правилник на Министерството на външните работи, приет с Постановление № 186 на Министерския съвет от 2003 г.",amending,1.000,,2013-09-13,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-vanshnite-raboti,2005,58,588,Министерски съвет,"Постановление № 143 от 5 юли 2005 г. за изменение и допълнение на Устройствения правилник на Министерството на външните работи, приет с Постановление № 186 на Министерския съвет от 2003 г.",amending,1.000,,2013-09-13,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-vanshnite-raboti,2006,19,1490,Министерски съвет,Постановление № 34 от 21 февруари 2006 г. за приемане на Устройствен правилник на Министерството на външните работи,adopting,1.000,,2013-09-13,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-vanshnite-raboti,2006,21,54710,Министерски съвет,"Поправка в Постановление № 34 на Министерския съвет от 2006 г. за приемане на Устройствен правилник на Министерството на външните работи (ДВ, бр. 19 от 2006 г.)",corrigendum,1.000,,2013-09-13,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-vanshnite-raboti,2007,75,4133,Министерски съвет,"Постановление № 206 от 5 септември 2007 г. за изменение на Устройствения правилник на Министерството на външните работи, приет с Постановление № 34 на Министерския съвет от 2006 г.",amending,1.000,,2013-09-13,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-vanshnite-raboti,2010,4,28570,Министерски съвет,Постановление № 340 от 30 декември 2009 г. за приемане на Устройствен правилник на Министерството на външните работи,adopting,1.000,,2013-09-13,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-vanshnite-raboti,2011,105,59947,Министерски съвет,Постановление № 365 от 27 декември 2011 г. за приемане на Устройствен правилник на Министерството на външните работи,adopting,1.000,,2013-09-13,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-vanshnite-raboti,2012,15,61720,Министерски съвет,"Поправка в Устройствения правилник на Министерството на външните работи, приет с Постановление № 365 на Министерския съвет от 2011 г. за изменение и допълнение на нормативни актове на Министерския съвет (ДВ, бр. 105 от 2011 г.)",corrigendum,1.000,,2013-09-13,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-zdraveopazvaneto,2004,2,22286,Министерски съвет,"Постановление № 325 от 29 декември 2003 г. за изменение и допълнение на Устройствения правилник на Министерството на здравеопазването, приет с Постановление № 218 на Министерския съвет от 1999 г.",amending,1.000,,2019-03-29,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-zdraveopazvaneto,2005,47,395,Министерски съвет,"Постановление № 95 от 27 май 2005 г. за изменение и допълнение на Устройствения правилник на Министерството на здравеопазването, приет с Постановление № 218 на Министерския съвет от 1999 г.",amending,1.000,,2019-03-29,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-zdraveopazvaneto,2005,64,697,Министерски съвет,"Постановление № 177 от 27 юли 2005 г. за изменение и допълнение на Устройствения правилник на Министерството на здравеопазването, приет с Постановление № 218 на Министерския съвет от 1999 г.",amending,1.000,,2019-03-29,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-zdraveopazvaneto,2006,22,1534,Министерски съвет,Постановление № 43 от 2 март 2006 г. за приемане на Устройствен правилник на Министерството на здравеопазването,adopting,1.000,,2019-03-29,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-zdraveopazvaneto,2008,24,4891,Министерски съвет,"Постановление № 32 от 22 февруари 2008 г. за изменение и допълнение на Устройствения правилник на Министерството на здравеопазването, приет с Постановление № 43 на Министерския съвет от 2006 г.",amending,1.000,,2019-03-29,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-zdraveopazvaneto,2009,19,16983,Министерски съвет,"Постановление № 48 от 4 март 2009 г. за изменение и допълнение на Устройствения правилник на Министерството на здравеопазването, приет с Постановление № 43 на Министерския съвет от 2006 г.",amending,1.000,,2019-03-29,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-zdraveopazvaneto,2009,26,18218,Министерски съвет,"Постановление № 73 от 30 март 2009 г. за изменение и допълнение на Устройствения правилник на Министерството на здравеопазването, приет с Постановление № 43 на Министерския съвет от 2006 г.",amending,1.000,,2019-03-29,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-zdraveopazvaneto,2009,88,26443,Министерски съвет,Постановление № 256 от 28 октомври 2009 г. за приемане на Устройствен правилник на Министерството на здравеопазването,adopting,1.000,,2019-03-29,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-zdraveopazvaneto,2009,98,27553,Министерски съвет,"Постановление № 288 от 3 декември 2009 г. за изменение и допълнение на Устройствения правилник на Министерството на здравеопазването, приет с Постановление № 256 на Министерския съвет от 2009 г.",amending,1.000,,2019-03-29,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-zdraveopazvaneto,2010,55,34968,Министерски съвет,"Постановление № 137 от 13 юли 2010 г. за изменение и допълнение на Устройствения правилник на Министерството на здравеопазването, приет с Постановление № 256 на Министерския съвет от 2009 г.",amending,1.000,,2019-03-29,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-zdraveopazvaneto,2011,59,55528,Министерски съвет,"Постановление № 222 от 27 юли 2011 г. за изменение и допълнение на Устройствения правилник на Министерството на здравеопазването, приет с Постановление № 256 на Министерския съвет от 2009 г.",amending,1.000,,2019-03-29,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-zdraveopazvaneto,2011,99,59416,Министерски съвет,"Постановление № 336 от 8 декември 2011 г. за изменение и допълнение на Устройствения правилник на Министерството на здравеопазването, приет с Постановление № 256 на Министерския съвет от 2009 г.",amending,1.000,,2019-03-29,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-zdraveopazvaneto,2012,68,68071,Министерски съвет,"Постановление № 195 от 28 август 2012 г. за изменение и допълнение на Устройствения правилник на Министерството на здравеопазването, приет с Постановление № 256 на Министерския съвет от 2009 г.",amending,1.000,,2019-03-29,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-zdraveopazvaneto,2013,64,77470,Министерски съвет,Постановление № 149 от 12 юли 2013 г. за приемане на Устройствен правилник на Министерството на здравеопазването,adopting,1.000,,2019-03-29,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-zdraveopazvaneto,2014,81,88255,Министерски съвет,"Постановление № 302 от 19 септември 2014 г. за изменение и допълнение на Устройствения правилник на Министерството на здравеопазването, приет с Постановление № 149 на Министерския съвет от 2013 г.",amending,1.000,,2019-03-29,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-zdraveopazvaneto,2016,10,100749,Министерски съвет,"Постановление № 22 от 2 февруари 2016 г. за изменение и допълнение на Устройствения правилник на Министерството на здравеопазването, приет с Постановление № 67 на Министерския съвет от 2015 г.",amending,1.000,,2019-03-29,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-zdraveopazvaneto,2017,60,116499,Министерски съвет,Постановление № 148 от 24 юли 2017 г. за приемане на Устройствен правилник на Министерството на здравеопазването,adopting,1.000,,2019-03-29,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-zemedelieto-i-hranite-zagl-izm-dv-br-,2009,3,14064,Министерски съвет,"Постановление № 341 от 30 декември 2008 г. за изменение и допълнение на Устройствения правилник на Министерството на земеделието и храните, приет с Постановление № 125 на Министерския съвет от 2006 г.",amending,1.000,,2019-10-18,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-zemedelieto-i-hranite-zagl-izm-dv-br-,2012,15,61819,Министерски съвет,"Поправка в Постановление № 20 на Министерския съвет от 2012 г. за изменение и допълнение на Устройствения правилник на Министерството на земеделието и храните, приет с Постановление № 265 на Министерския съвет от 2009 г. (ДВ, бр. 14 от 2012 г.)",corrigendum,1.000,,2019-10-18,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-zemedelieto-i-hranite-zagl-izm-dv-br-,2013,77,78607,Министерски съвет,Постановление № 188 от 29 август 2013 г. за приемане на Устройствен правилник на Министерството на земеделието и храните,adopting,1.000,,2019-10-18,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-zemedelieto-i-hranite-zagl-izm-dv-br-,2014,103,90606,Министерски съвет,"Постановление № 394 от 11 декември 2014 г. за изменение и допълнение на Устройствения правилник на Министерството на земеделието и храните, приет с Постановление № 188 на Министерския съвет от 2013 г.",amending,1.000,,2019-10-18,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-zemedelieto-i-hranite-zagl-izm-dv-br-,2016,12,100858,Министерски съвет,"Постановление № 25 от 5 февруари 2016 г. за изменение и допълнение на Устройствения правилник на Министерството на земеделието и храните, приет с Постановление № 188 на Министерския съвет от 2013 г.",amending,1.000,,2019-10-18,before_promulgation
title,ustroystven-pravilnik-na-ministerstvoto-na-zemedelieto-i-hranite-zagl-izm-dv-br-,2016,41,104127,Министерски съвет,"Постановление № 128 от 25 май 2016 г. за изменение на Устройствения правилник на Министерството на земеделието и храните, приет с Постановление № 188 на Министерския съвет от 2013 г.",amending,1.000,,2019-10-18,before_promulgation
title,ustroystven-pravilnik-na-natsionalnata-sluzhba-za-rastitelna-zashtita,2003,39,104540,Министерство на земеделието и горите,Правилник за изменение и допълнение на Устройствения правилник на Националната служба за растителна защита,amending,1.000,,2004-05-28,before_promulgation
title,ustroystven-pravilnik-na-patentnoto-vedomstvo-na-republika-balgariya,2011,7,42634,Патентно ведомство на Република България,Устройствен правилник на Патентното ведомство на Република България,promulgation,1.000,,2024-06-21,before_promulgation
title,ustroystven-pravilnik-na-patentnoto-vedomstvo-na-republika-balgariya,2012,61,67162,Патентно ведомство на Република България,Устройствен правилник на Патентното ведомство на Република България,promulgation,1.000,,2024-06-21,before_promulgation
title,ustroystven-pravilnik-na-patentnoto-vedomstvo-na-republika-balgariya,2015,14,92073,Патентно ведомство,Устройствен правилник на Патентното ведомство на Република България,promulgation,1.000,,2024-06-21,before_promulgation
title,ustroystven-pravilnik-na-patentnoto-vedomstvo-na-republika-balgariya,2015,93,98974,Патентно ведомство на Република България,Устройствен правилник на Патентното ведомство на Република България,promulgation,1.000,,2024-06-21,before_promulgation
title,ustroystven-pravilnik-na-patentnoto-vedomstvo-na-republika-balgariya,2016,76,107727,Патентно ведомство,Устройствен правилник на Патентното ведомство на Република България,promulgation,1.000,,2024-06-21,before_promulgation
title,ustroystven-pravilnik-na-patentnoto-vedomstvo-na-republika-balgariya,2017,14,111768,Патентно ведомство на Република България,Правилник за изменение на Устройствения правилник на Патентното ведомство на Република България,amending,1.000,,2024-06-21,before_promulgation
title,ustroystven-pravilnik-na-patentnoto-vedomstvo-na-republika-balgariya,2017,31,113444,Патентно ведомство на Република България,Правилник за изменение и допълнение на Устройствения правилник на Патентното ведомство на Република България,amending,1.000,,2024-06-21,before_promulgation
title,ustroystven-pravilnik-na-patentnoto-vedomstvo-na-republika-balgariya,2018,61,128712,Патентно ведомство на Република България,Устройствен правилник на Патентното ведомство на Република България,promulgation,1.000,,2024-06-21,before_promulgation
title,ustroystven-pravilnik-na-patentnoto-vedomstvo-na-republika-balgariya,2019,2,133448,Патентно ведомство на Република България,Правилник за изменение и допълнение на Устройствения правилник на Патентното ведомство на Република България,amending,1.000,,2024-06-21,before_promulgation
title,ustroystven-pravilnik-na-patentnoto-vedomstvo-na-republika-balgariya,2019,9,134108,Патентно ведомство на Република България,Правилник за изменение и допълнение на Устройствения правилник на Патентното ведомство на Република България,amending,1.000,,2024-06-21,before_promulgation
title,ustroystven-pravilnik-na-patentnoto-vedomstvo-na-republika-balgariya,2019,85,142342,Патентно ведомство на Република България,Правилник за изменение на Устройствения правилник на Патентното ведомство на Република България,amending,1.000,,2024-06-21,before_promulgation
title,ustroystven-pravilnik-na-patentnoto-vedomstvo-na-republika-balgariya,2019,87,142482,Патентно ведомство на Република България,Правилник за изменение на Устройствения правилник на Патентното ведомство на Република България,amending,1.000,,2024-06-21,before_promulgation
title,ustroystven-pravilnik-na-patentnoto-vedomstvo-na-republika-balgariya,2020,80,151454,Патентно ведомство на Република България,Правилник за изменение на Устройствения правилник на Патентното ведомство на Република България,amending,1.000,,2024-06-21,before_promulgation
title,ustroystven-pravilnik-na-patentnoto-vedomstvo-na-republika-balgariya,2021,62,160229,Патентно ведомство на Република България,Правилник за изменение и допълнение на Устройствения правилник на Патентното ведомство на Република България,amending,1.000,,2024-06-21,before_promulgation
title,ustroystven-pravilnik-na-patentnoto-vedomstvo-na-republika-balgariya,2021,99,165049,Патентно ведомство на Република България,Правилник за изменение на Устройствения правилник на Патентното ведомство на Република България,amending,1.000,,2024-06-21,before_promulgation
title,ustroystven-pravilnik-na-patentnoto-vedomstvo-na-republika-balgariya,2022,22,171129,Патентно ведомство на Република България,Правилник за изменение на Устройствения правилник на Патентното ведомство на Република България,amending,1.000,,2024-06-21,before_promulgation
title,ustroystven-pravilnik-na-selskostopanskata-akademiya,2008,83,8965,Министерски съвет,Постановление № 226 от 15 септември 2008 г. за приемане на Устройствен правилник на Селскостопанската академия,adopting,1.000,,2018-07-31,before_promulgation
title,ustroystven-pravilnik-na-selskostopanskata-akademiya,2010,84,38279,Министерски съвет,"Постановление № 239 от 15 октомври 2010 г. за изменение на Устройствения правилник на Селскостопанската академия, приет с Постанов­ление № 226 на Министерския съвет от 2008 г.",amending,1.000,,2018-07-31,before_promulgation
title,ustroystven-pravilnik-na-selskostopanskata-akademiya,2014,36,84499,Министерски съвет,"Постановление № 91 от 17 април 2014 г. за изменение на Устройствения правилник на Селскостопанската академия, приет с Постановление № 226 на Министерския съвет от 2008 г.",amending,1.000,,2018-07-31,before_promulgation
title,ustroystven-pravilnik-na-tsentara-na-promishlenostta-na-republika-balgariya-v-mo,2004,71,19212,Министерство на икономиката,"Правилник за изменение и допълнение на Устройствения правилник на Центъра на промишлеността на Република България в Москва, Руска федерация",amending,1.000,,2012-10-05,before_promulgation
title,ustroystven-pravilnik-na-tsentara-na-promishlenostta-na-republika-balgariya-v-mo,2006,41,1907,Министерство на икономиката и енергетиката,"Устройствен правилник на Центъра на промишлеността на Република България в Москва, Руска федерация",promulgation,1.000,,2012-10-05,before_promulgation
title,ustroystven-pravilnik-na-tsentara-na-promishlenostta-na-republika-balgariya-v-mo,2007,85,4322,Министерство на икономиката и енергетиката,"Правилник за изменение и допълнение на Устройствения правилник на Центъра на промишлеността на Република България в Москва, Руска федерация",amending,1.000,,2012-10-05,before_promulgation
title,ustroystven-pravilnik-na-tsentara-na-promishlenostta-na-republika-balgariya-v-mo,2008,28,4942,Министерство на икономиката и енергетиката,"Правилник за изменение на Устройствения правилник на Центъра на промишлеността на Република България в Москва, Руска федерация",amending,1.000,,2012-10-05,before_promulgation
title,ustroystven-pravilnik-na-tsentara-na-promishlenostta-na-republika-balgariya-v-mo,2010,8,28872,"Министерство на икономиката, енергетиката и туризма","Устройствен правилник на Центъра на промишлеността на Република България в Москва, Руска федерация",promulgation,1.000,,2012-10-05,before_promulgation
title,ustroystven-pravilnik-na-tsentara-za-razvitie-na-choveshkite-resursi-i-regionaln,2008,58,5526,Министерство на труда и социалната политика,Устройствен правилник на Центъра за развитие на човешките ресурси и регионални инициативи,promulgation,1.000,,2012-08-03,before_promulgation
title,ustroystven-pravilnik-na-tsentara-za-razvitie-na-choveshkite-resursi-i-regionaln,2009,20,17066,Министерство на труда и социалната политика,Правилник за изменение и допълнение на Устройствения правилник на Центъра за развитие на човешките ресурси и регионални инициативи,amending,1.000,,2012-08-03,before_promulgation
title,ustroystven-pravilnik-na-tsentara-za-razvitie-na-choveshkite-resursi-i-regionaln,2009,76,25192,Министерство на труда и социалната политика,Правилник за изменение на Устройствения правилник на Центъра за развитие на човешките ресурси и регионални инициативи,amending,1.000,,2012-08-03,before_promulgation
title,ustroystven-pravilnik-na-tsentara-za-razvitie-na-choveshkite-resursi-i-regionaln,2010,18,30397,Министерство на труда и социалната политика,Правилник за изменение на Устройствения правилник на Центъра за развитие на човешките ресурси и регионални инициативи,amending,1.000,,2012-08-03,before_promulgation
title,zakon-za-balgarskata-narodna-banka,2005,10,14749,Народно събрание,Закон за изменение и допълнение на Закона за Българската народна банка,amending,1.000,,2024-02-13,before_promulgation
title,zakon-za-balgarskata-narodna-banka,2015,48,95401,Народно събрание,Закон за изменение на Закона за Българската народна банка,amending,1.000,,2024-02-13,before_promulgation
title,zakon-za-balgarskata-narodna-banka,2018,106,133131,Народно събрание,Закон за изменение и допълнение на Закона за Българската народна банка,amending,1.000,,2024-02-13,before_promulgation
title,zakon-za-balgarskata-narodna-banka,2022,104,182521,Народно събрание,Закон за изменение и допълнение на Закона за Българската народна банка,amending,1.000,,2024-02-13,before_promulgation
title,zakon-za-chastnata-ohranitelna-deynost,2004,15,21600,Народно събрание,Закон за частната охранителна дейност,promulgation,1.000,,2018-01-30,before_promulgation
title,zakon-za-chastnata-ohranitelna-deynost,2010,35,32631,Народно събрание,Закон за допълнение на Закона за частната охранителна дейност,amending,1.000,,2018-01-30,before_promulgation
title,zakon-za-chastnata-ohranitelna-deynost,2011,43,51155,Народно събрание,Закон за изменение и допълнение на Закона за частната охранителна дейност,amending,1.000,,2018-01-30,before_promulgation
title,zakon-za-chastnata-ohranitelna-deynost,2016,48,104878,Народно събрание,Закон за изменение и допълнение на Закона за частната охранителна дейност,amending,1.000,,2018-01-30,before_promulgation
title,zakon-za-danak-varhu-dobavenata-stoynost,2003,109,123349,Народно събрание,Закон за изменение и допълнение на Закона за данък върху добавената стойност,amending,1.000,,2006-08-04,before_promulgation
title,zakon-za-danak-varhu-dobavenata-stoynost,2004,108,18215,Народно събрание,Закон за изменение и допълнение на Закона за данък върху добавената стойност,amending,1.000,,2006-08-04,before_promulgation
title,zakon-za-danak-varhu-dobavenata-stoynost,2005,100,1132,Народно събрание,Закон за изменение и допълнение на Закона за данък върху добавената стойност,amending,1.000,,2006-08-04,before_promulgation
title,zakon-za-darzhavnite-pomoshti,2006,86,2725,Народно събрание,Закон за държавните помощи,promulgation,1.000,,2017-10-24,before_promulgation
title,zakon-za-energiynata-efektivnost,2004,18,21520,Народно събрание,Закон за енергийната ефективност,promulgation,1.000,,2015-05-15,before_promulgation
title,zakon-za-energiynata-efektivnost,2007,55,3895,Народно събрание,Закон за изменение и допълнение на Закона за енергийната ефективност,amending,1.000,,2015-05-15,before_promulgation
title,zakon-za-energiynata-efektivnost,2008,98,10759,Народно събрание,Закон за енергийната ефективност,promulgation,1.000,,2015-05-15,before_promulgation
title,zakon-za-fizicheskoto-vazpitanie-i-sporta,2005,103,1177,Народно събрание,Закон за изменение на Закона за физическото възпитание и спорта,amending,1.000,,2018-10-18,before_promulgation
title,zakon-za-fizicheskoto-vazpitanie-i-sporta,2008,50,5258,Народно събрание,Закон за изменение и допълнение на Закона за физическото възпитание и спорта,amending,1.000,,2018-10-18,before_promulgation
title,zakon-za-fizicheskoto-vazpitanie-i-sporta,2010,50,34209,Народно събрание,Закон за изменение и допълнение на Закона за физическото възпитание и спорта,amending,1.000,,2018-10-18,before_promulgation
title,zakon-za-fizicheskoto-vazpitanie-i-sporta,2010,96,40953,Народно събрание,Закон за изменение и допълнение на Закона за физическото възпитание и спорта,amending,1.000,,2018-10-18,before_promulgation
title,zakon-za-fizicheskoto-vazpitanie-i-sporta,2011,35,48897,Народно събрание,Закон за изменение и допълнение на Закона за физическото възпитание и спорта,amending,1.000,,2018-10-18,before_promulgation
title,zakon-za-fizicheskoto-vazpitanie-i-sporta,2012,87,69991,Народно събрание,Закон за изменение и допълнение на Закона за физическото възпитание и спорта,amending,1.000,,2018-10-18,before_promulgation
title,zakon-za-fizicheskoto-vazpitanie-i-sporta,2012,102,71193,Народно събрание,Закон за изменение и допълнение на Закона за физическото възпитание и спорта,amending,1.000,,2018-10-18,before_promulgation
